group_id,type,is_keeper,title,size,modified,owner,path,file_id,view_url
10,binary,YES,dsc00709.jpg,9284542,2024-08-03T11:42:25.999Z,dan@infillchoice.ca,75 Marketing - Rent/9616 B 75 NW /Photos,14E7nj_d-2dMF7vPUjVa-5NHgtFo-WpuM,https://drive.google.com/file/d/14E7nj_d-2dMF7vPUjVa-5NHgtFo-WpuM/view?usp=drivesdk
10,binary,no,dsc00709.jpg,9284542,2024-08-03T11:39:39.862Z,dan@infillchoice.ca,75 Marketing - Rent/9614 B 75 Ave NW/Photos,1PhP7UZ8JRSTGxOO0P1JFFu5TWBx3e2MA,https://drive.google.com/file/d/1PhP7UZ8JRSTGxOO0P1JFFu5TWBx3e2MA/view?usp=drivesdk
10,binary,no,dsc00709.jpg,9284542,2024-08-03T10:46:54.724Z,dan@infillchoice.ca,75 Marketing - Rent/9616 75 Ave NW/Photos,105QiYjzzOgnrgnOiDJdHvMSPU5GErDpQ,https://drive.google.com/file/d/105QiYjzzOgnrgnOiDJdHvMSPU5GErDpQ/view?usp=drivesdk
11,binary,YES,dsc00706.jpg,8413349,2024-08-03T11:42:23.665Z,dan@infillchoice.ca,75 Marketing - Rent/9616 B 75 NW /Photos,1-ndk-ej1IPgnoGMJbtq1awLA1HcnUG5V,https://drive.google.com/file/d/1-ndk-ej1IPgnoGMJbtq1awLA1HcnUG5V/view?usp=drivesdk
11,binary,no,dsc00706.jpg,8413349,2024-08-03T11:39:37.505Z,dan@infillchoice.ca,75 Marketing - Rent/9614 B 75 Ave NW/Photos,1v0DpOdUmEE1re8YEYxm0b5qPnC_ZkrAj,https://drive.google.com/file/d/1v0DpOdUmEE1re8YEYxm0b5qPnC_ZkrAj/view?usp=drivesdk
11,binary,no,dsc00706.jpg,8413349,2024-08-03T10:46:50.192Z,dan@infillchoice.ca,75 Marketing - Rent/9616 75 Ave NW/Photos,1RW_M3U5YIMHEa-2tFilO6caE-qSRE6pG,https://drive.google.com/file/d/1RW_M3U5YIMHEa-2tFilO6caE-qSRE6pG/view?usp=drivesdk
12,binary,YES,dsc00702.jpg,8252726,2024-08-03T11:42:21.291Z,dan@infillchoice.ca,75 Marketing - Rent/9616 B 75 NW /Photos,1DnwqVBDKPXx-LPUruRCgkYoEXw34_73E,https://drive.google.com/file/d/1DnwqVBDKPXx-LPUruRCgkYoEXw34_73E/view?usp=drivesdk
12,binary,no,dsc00702.jpg,8252726,2024-08-03T11:40:53.036Z,dan@infillchoice.ca,75 Marketing - Rent/9614 B 75 Ave NW/Photos,1AdqKlqkqs4YYiaoGOZnIG1aInoYSVsXt,https://drive.google.com/file/d/1AdqKlqkqs4YYiaoGOZnIG1aInoYSVsXt/view?usp=drivesdk
12,binary,no,dsc00702.jpg,8252726,2024-08-03T10:46:47.826Z,dan@infillchoice.ca,75 Marketing - Rent/9616 75 Ave NW/Photos,12V-1Q32EAQdVWV22HOU68656Vc7Sv9ua,https://drive.google.com/file/d/12V-1Q32EAQdVWV22HOU68656Vc7Sv9ua/view?usp=drivesdk
13,binary,YES,Copy of 5 Minute Cross Countries,15842006,2024-09-16T21:16:20.349Z,ehalabi1212@gmail.com,Gym Workout 3/Gym Workout 5,1sFytpbNxfbx72xWuNEhRR0EhkqoRLcf6,https://drive.google.com/file/d/1sFytpbNxfbx72xWuNEhRR0EhkqoRLcf6/view?usp=drivesdk
13,binary,no,Copy of 5 Minute Cross Countries,15842006,2024-09-16T00:56:31.318Z,ehalabi1212@gmail.com,Gym Workout 2,1tQLPiYZd3TXC6tVs2Y7QBV9VCnaVPUTe,https://drive.google.com/file/d/1tQLPiYZd3TXC6tVs2Y7QBV9VCnaVPUTe/view?usp=drivesdk
14,binary,YES,dsc00705.jpg,7741308,2024-08-03T11:42:19.042Z,dan@infillchoice.ca,75 Marketing - Rent/9616 B 75 NW /Photos,18f3iYvoGxrM2gYdp3mdzVyI8hcDdvwiT,https://drive.google.com/file/d/18f3iYvoGxrM2gYdp3mdzVyI8hcDdvwiT/view?usp=drivesdk
14,binary,no,dsc00705.jpg,7741308,2024-08-03T11:39:35.231Z,dan@infillchoice.ca,75 Marketing - Rent/9614 B 75 Ave NW/Photos,1CHbQvy3Lh_mwtBOpgvYIcDc-OCBnG7T1,https://drive.google.com/file/d/1CHbQvy3Lh_mwtBOpgvYIcDc-OCBnG7T1/view?usp=drivesdk
14,binary,no,dsc00705.jpg,7741308,2024-08-03T10:46:43.555Z,dan@infillchoice.ca,75 Marketing - Rent/9616 75 Ave NW/Photos,1F4y_uTREMXBxYy9YGKoOPQZVlZMdXXxR,https://drive.google.com/file/d/1F4y_uTREMXBxYy9YGKoOPQZVlZMdXXxR/view?usp=drivesdk
15,binary,YES,dsc00967.jpg,6911426,2024-08-03T11:32:56.980Z,dan@infillchoice.ca,75 Marketing - Rent/9614 B 75 Ave NW/Photos,1F70L962uYGNFznZZ1bkCywjSEEPKhPna,https://drive.google.com/file/d/1F70L962uYGNFznZZ1bkCywjSEEPKhPna/view?usp=drivesdk
15,binary,no,dsc00967.jpg,6911426,2024-08-03T11:27:00.603Z,dan@infillchoice.ca,75 Marketing - Rent/9616 B 75 NW /Photos,1UavrTI_pzmlCCx2L2daMPOYI31E1b0Ay,https://drive.google.com/file/d/1UavrTI_pzmlCCx2L2daMPOYI31E1b0Ay/view?usp=drivesdk
15,binary,no,dsc00967.jpg,6911426,2024-08-03T10:46:39.393Z,dan@infillchoice.ca,75 Marketing - Rent/9616 75 Ave NW/Photos,1M7fF_bHpW0YMMb-l2eA9eN9uxVaYd23i,https://drive.google.com/file/d/1M7fF_bHpW0YMMb-l2eA9eN9uxVaYd23i/view?usp=drivesdk
16,binary,YES,dsc00954.jpg,5499094,2024-08-03T11:32:55.001Z,dan@infillchoice.ca,75 Marketing - Rent/9614 B 75 Ave NW/Photos,1Sb05b5yJn0-uq2vX2slrb6yBsEW2Z2Ns,https://drive.google.com/file/d/1Sb05b5yJn0-uq2vX2slrb6yBsEW2Z2Ns/view?usp=drivesdk
16,binary,no,dsc00954.jpg,5499094,2024-08-03T11:26:56.382Z,dan@infillchoice.ca,75 Marketing - Rent/9616 B 75 NW /Photos,112FOI9dJ0glbg2FaEN7G-AiEDy8WSthu,https://drive.google.com/file/d/112FOI9dJ0glbg2FaEN7G-AiEDy8WSthu/view?usp=drivesdk
16,binary,no,dsc00954.jpg,5499094,2024-08-03T10:46:26.077Z,dan@infillchoice.ca,75 Marketing - Rent/9616 75 Ave NW/Photos,17Z6LdABLsm06i61xYSP9c4xgxoZh80S1,https://drive.google.com/file/d/17Z6LdABLsm06i61xYSP9c4xgxoZh80S1/view?usp=drivesdk
17,binary,YES,Spruce_Avenue_Fourplex_Appraisal_Report[1].pdf,10315516,2025-11-14T18:50:24Z,sunrize.invest@gmail.com,Chanpreet ,1mjM6N6uoiR4pIBDjfPPDDqSFcBihfHJ5,https://drive.google.com/file/d/1mjM6N6uoiR4pIBDjfPPDDqSFcBihfHJ5/view?usp=drivesdk
17,binary,no,Spruce_Avenue_Fourplex_Appraisal_Report[1].pdf,10315516,2025-11-14T18:50:24Z,sunni@rizedevelopments.com,Mayfield 110/Chanpreet Info ,1v8nG8_krHXN5TsBC8iaPegenpE45zUXa,https://drive.google.com/file/d/1v8nG8_krHXN5TsBC8iaPegenpE45zUXa/view?usp=drivesdk
18,binary,YES,dsc00922.jpg,5138019,2024-08-03T11:32:52.868Z,dan@infillchoice.ca,75 Marketing - Rent/9614 B 75 Ave NW/Photos,153k3BSo8BdanQ14OAMybqfkEi2-3e7vO,https://drive.google.com/file/d/153k3BSo8BdanQ14OAMybqfkEi2-3e7vO/view?usp=drivesdk
18,binary,no,dsc00922.jpg,5138019,2024-08-03T11:26:54.576Z,dan@infillchoice.ca,75 Marketing - Rent/9616 B 75 NW /Photos,1PoERCcu792QFnEQJqGkws6o-LpD3NvBA,https://drive.google.com/file/d/1PoERCcu792QFnEQJqGkws6o-LpD3NvBA/view?usp=drivesdk
18,binary,no,dsc00922.jpg,5138019,2024-08-03T10:46:15.648Z,dan@infillchoice.ca,75 Marketing - Rent/9616 75 Ave NW/Photos,1Wd8VhCv645Rnhh3ZADWLLvMU5EkwOsDw,https://drive.google.com/file/d/1Wd8VhCv645Rnhh3ZADWLLvMU5EkwOsDw/view?usp=drivesdk
19,binary,YES,dsc00960.jpg,5109135,2024-08-03T11:32:50.929Z,dan@infillchoice.ca,75 Marketing - Rent/9614 B 75 Ave NW/Photos,1xRAMreUIhuLzhlUIMZ4qBwlfOEv16XDI,https://drive.google.com/file/d/1xRAMreUIhuLzhlUIMZ4qBwlfOEv16XDI/view?usp=drivesdk
19,binary,no,dsc00960.jpg,5109135,2024-08-03T11:26:52.529Z,dan@infillchoice.ca,75 Marketing - Rent/9616 B 75 NW /Photos,1JgCvS3-6K3mz_llj2w44HV59dA6jgThe,https://drive.google.com/file/d/1JgCvS3-6K3mz_llj2w44HV59dA6jgThe/view?usp=drivesdk
19,binary,no,dsc00960.jpg,5109135,2024-08-03T10:46:09.521Z,dan@infillchoice.ca,75 Marketing - Rent/9616 75 Ave NW/Photos,1-ynTOLtrEGFdKqaV2xCMoYRiBAgyiL_W,https://drive.google.com/file/d/1-ynTOLtrEGFdKqaV2xCMoYRiBAgyiL_W/view?usp=drivesdk
20,binary,YES,dsc00948.jpg,4977060,2024-08-03T11:32:47.005Z,dan@infillchoice.ca,75 Marketing - Rent/9614 B 75 Ave NW/Photos,1KIW0vhWjMkVWTBhUcWBv_dcU53LCV5w2,https://drive.google.com/file/d/1KIW0vhWjMkVWTBhUcWBv_dcU53LCV5w2/view?usp=drivesdk
20,binary,no,dsc00948.jpg,4977060,2024-08-03T11:26:48.401Z,dan@infillchoice.ca,75 Marketing - Rent/9616 B 75 NW /Photos,1awj0u1JtlyKjM6EgcDOqt380FzIICKgM,https://drive.google.com/file/d/1awj0u1JtlyKjM6EgcDOqt380FzIICKgM/view?usp=drivesdk
20,binary,no,dsc00948.jpg,4977060,2024-08-03T10:45:55.436Z,dan@infillchoice.ca,75 Marketing - Rent/9616 75 Ave NW/Photos,15m9ZxGu8Nar6_VVvZ5yW2cafwiLcXjdV,https://drive.google.com/file/d/15m9ZxGu8Nar6_VVvZ5yW2cafwiLcXjdV/view?usp=drivesdk
21,binary,YES,dsc00923.jpg,4617952,2024-08-03T11:32:44.894Z,dan@infillchoice.ca,75 Marketing - Rent/9614 B 75 Ave NW/Photos,1l3hE-1wClBewI7ATOH_LvswlmQygSaYH,https://drive.google.com/file/d/1l3hE-1wClBewI7ATOH_LvswlmQygSaYH/view?usp=drivesdk
21,binary,no,dsc00923.jpg,4617952,2024-08-03T11:26:46.420Z,dan@infillchoice.ca,75 Marketing - Rent/9616 B 75 NW /Photos,1-_3XUUH5dZVBv3SY4ZB2yTcL8nSJCeiu,https://drive.google.com/file/d/1-_3XUUH5dZVBv3SY4ZB2yTcL8nSJCeiu/view?usp=drivesdk
21,binary,no,dsc00923.jpg,4617952,2024-08-03T10:45:01.713Z,dan@infillchoice.ca,75 Marketing - Rent/9616 75 Ave NW/Photos,1VH9ed5DkIenKPolGdo_YtoYo-fPELhDg,https://drive.google.com/file/d/1VH9ed5DkIenKPolGdo_YtoYo-fPELhDg/view?usp=drivesdk
22,binary,YES,"YAREMCHUK, SUNNI 2024.pdf",9226968,2025-12-12T10:00:21Z,sunrize.invest@gmail.com,Personal /2024 Filled Tax,1S8jVgWjzPaiIFznG1nO0CxRGnJcFap2T,https://drive.google.com/file/d/1S8jVgWjzPaiIFznG1nO0CxRGnJcFap2T/view?usp=drivesdk
22,binary,no,"YAREMCHUK, SUNNI 2024.pdf",9226968,2025-04-08T19:41:44.378Z,sunrize.invest@gmail.com,CORPORATION/Taxes: 2022 & 2023 ,1ZJ_KPLfB_TH4aipj5tPHwSlzB0c2qxQq,https://drive.google.com/file/d/1ZJ_KPLfB_TH4aipj5tPHwSlzB0c2qxQq/view?usp=drivesdk
23,binary,YES,dsc00933.jpg,4468567,2024-08-03T11:32:42.956Z,dan@infillchoice.ca,75 Marketing - Rent/9614 B 75 Ave NW/Photos,1zBwrduvfkjQRqrkw8uqqzM7YOcTpkO7C,https://drive.google.com/file/d/1zBwrduvfkjQRqrkw8uqqzM7YOcTpkO7C/view?usp=drivesdk
23,binary,no,dsc00933.jpg,4468567,2024-08-03T11:26:44.285Z,dan@infillchoice.ca,75 Marketing - Rent/9616 B 75 NW /Photos,1uVh6sv-BILgpQvDPhKshWaEvukAGIsHr,https://drive.google.com/file/d/1uVh6sv-BILgpQvDPhKshWaEvukAGIsHr/view?usp=drivesdk
23,binary,no,dsc00933.jpg,4468567,2024-08-03T10:44:57.981Z,dan@infillchoice.ca,75 Marketing - Rent/9616 75 Ave NW/Photos,1BKKiLTXwbYDkotHiNfLxRxa7KgqMP0hi,https://drive.google.com/file/d/1BKKiLTXwbYDkotHiNfLxRxa7KgqMP0hi/view?usp=drivesdk
24,binary,YES,dsc00952.jpg,3863894,2024-08-03T11:32:39.003Z,dan@infillchoice.ca,75 Marketing - Rent/9614 B 75 Ave NW/Photos,1gwiu26f9PcDRz6iepJ_uq7yYHbokZ3sw,https://drive.google.com/file/d/1gwiu26f9PcDRz6iepJ_uq7yYHbokZ3sw/view?usp=drivesdk
24,binary,no,dsc00952.jpg,3863894,2024-08-03T11:26:40.479Z,dan@infillchoice.ca,75 Marketing - Rent/9616 B 75 NW /Photos,1N-N3TWA3eTqoKfMMOs-VRPliG4R0hQq8,https://drive.google.com/file/d/1N-N3TWA3eTqoKfMMOs-VRPliG4R0hQq8/view?usp=drivesdk
24,binary,no,dsc00952.jpg,3863894,2024-08-03T10:44:44.435Z,dan@infillchoice.ca,75 Marketing - Rent/9616 75 Ave NW/Photos,1C4Db6Tk_TpiOIuRfy40uHoCVwVtXcqd2,https://drive.google.com/file/d/1C4Db6Tk_TpiOIuRfy40uHoCVwVtXcqd2/view?usp=drivesdk
25,binary,YES,dsc00951.jpg,3485656,2024-08-03T11:32:34.915Z,dan@infillchoice.ca,75 Marketing - Rent/9614 B 75 Ave NW/Photos,1GL5BzWGlq4FSHHFhm3vWYLgqOpc6OOOE,https://drive.google.com/file/d/1GL5BzWGlq4FSHHFhm3vWYLgqOpc6OOOE/view?usp=drivesdk
25,binary,no,dsc00951.jpg,3485656,2024-08-03T11:26:38.441Z,dan@infillchoice.ca,75 Marketing - Rent/9616 B 75 NW /Photos,144KBf11rN6I2GKyeCJMBRFV2mUoqR8JC,https://drive.google.com/file/d/144KBf11rN6I2GKyeCJMBRFV2mUoqR8JC/view?usp=drivesdk
25,binary,no,dsc00951.jpg,3485656,2024-08-03T10:44:23.253Z,dan@infillchoice.ca,75 Marketing - Rent/9616 75 Ave NW/Photos,1blYh_Sod819N6uDsUX4OUjjgHcj1Xeve,https://drive.google.com/file/d/1blYh_Sod819N6uDsUX4OUjjgHcj1Xeve/view?usp=drivesdk
26,binary,YES,SUN003HDServices invoice.pdf,3439888,2026-03-23T19:55:30.790Z,sunrize.invest@gmail.com,Mayfield 110/Mayfield-Invoice ,1kPt2bgPAaK2wuoLhfJ0pY4J1bSdnk3qB,https://drive.google.com/file/d/1kPt2bgPAaK2wuoLhfJ0pY4J1bSdnk3qB/view?usp=drivesdk
26,binary,no,SUN003HDServices invoice.pdf,3439888,2025-11-26T17:17:17Z,sunrize.invest@gmail.com,Allendale 6408 106/5-Unit Receipts ,1mCbocPed4bTeQXtc5atm9y-mfEIjdqWk,https://drive.google.com/file/d/1mCbocPed4bTeQXtc5atm9y-mfEIjdqWk/view?usp=drivesdk
26,binary,no,SUN003HDServices invoice.pdf,3439888,2025-11-06T20:05:28Z,sunrize.invest@gmail.com,Mayfield 110/Mayfield-Invoice ,102QjXNSVVocukeptjb2wJszB2tGie3Ms,https://drive.google.com/file/d/102QjXNSVVocukeptjb2wJszB2tGie3Ms/view?usp=drivesdk
27,binary,YES,dsc00921.jpg,3358170,2024-08-03T11:32:33.024Z,dan@infillchoice.ca,75 Marketing - Rent/9614 B 75 Ave NW/Photos,1tbVqWctGX5xwp9-0sUOstEXHTBXxOm6-,https://drive.google.com/file/d/1tbVqWctGX5xwp9-0sUOstEXHTBXxOm6-/view?usp=drivesdk
27,binary,no,dsc00921.jpg,3358170,2024-08-03T11:26:36.447Z,dan@infillchoice.ca,75 Marketing - Rent/9616 B 75 NW /Photos,1KI_fv9VWHaOqqua-HchVlKHdYSMVCXHR,https://drive.google.com/file/d/1KI_fv9VWHaOqqua-HchVlKHdYSMVCXHR/view?usp=drivesdk
27,binary,no,dsc00921.jpg,3358170,2024-08-03T10:44:21.407Z,dan@infillchoice.ca,75 Marketing - Rent/9616 75 Ave NW/Photos,1AzQIcRxK1xLWgJ-vsnjAYWajEH-9TzS6,https://drive.google.com/file/d/1AzQIcRxK1xLWgJ-vsnjAYWajEH-9TzS6/view?usp=drivesdk
28,binary,YES,Copy of 5 Minute Plank,6164112,2024-09-18T02:17:58.413Z,ehalabi1212@gmail.com,Maintenance 2,1yS0ZUIiAImKpZ8vkvMtHl_xqRY8qJtSz,https://drive.google.com/file/d/1yS0ZUIiAImKpZ8vkvMtHl_xqRY8qJtSz/view?usp=drivesdk
28,binary,no,Copy of 5 Minute Plank,6164112,2024-09-18T02:17:12.027Z,ehalabi1212@gmail.com,Maintenance 1,1NkpaOQN_Sr5O8F7z7ShFNPJet59Res4Q,https://drive.google.com/file/d/1NkpaOQN_Sr5O8F7z7ShFNPJet59Res4Q/view?usp=drivesdk
29,binary,YES,dsc00925.jpg,3010469,2024-08-03T11:32:31.205Z,dan@infillchoice.ca,75 Marketing - Rent/9614 B 75 Ave NW/Photos,1Y5JDtcYs6-wGu5d4KAwSuA11uCLjYelL,https://drive.google.com/file/d/1Y5JDtcYs6-wGu5d4KAwSuA11uCLjYelL/view?usp=drivesdk
29,binary,no,dsc00925.jpg,3010469,2024-08-03T11:26:34.470Z,dan@infillchoice.ca,75 Marketing - Rent/9616 B 75 NW /Photos,1Ix82ik2kX8xEEzfC8YoQbeM-7ZULZkec,https://drive.google.com/file/d/1Ix82ik2kX8xEEzfC8YoQbeM-7ZULZkec/view?usp=drivesdk
29,binary,no,dsc00925.jpg,3010469,2024-08-03T10:44:17.608Z,dan@infillchoice.ca,75 Marketing - Rent/9616 75 Ave NW/Photos,1OqmFIaNZ_GOUg_7iGYCE0pH4qdLsVr4s,https://drive.google.com/file/d/1OqmFIaNZ_GOUg_7iGYCE0pH4qdLsVr4s/view?usp=drivesdk
30,binary,YES,dsc00936.jpg,2942172,2024-08-03T11:32:29.330Z,dan@infillchoice.ca,75 Marketing - Rent/9614 B 75 Ave NW/Photos,15G0xY3Hpv_568UOV2osOt7woavjyvOm1,https://drive.google.com/file/d/15G0xY3Hpv_568UOV2osOt7woavjyvOm1/view?usp=drivesdk
30,binary,no,dsc00936.jpg,2942172,2024-08-03T11:26:32.567Z,dan@infillchoice.ca,75 Marketing - Rent/9616 B 75 NW /Photos,1-Mh_eCQR8h6Ru-Pv0Hj0gyvs2_sFZdNP,https://drive.google.com/file/d/1-Mh_eCQR8h6Ru-Pv0Hj0gyvs2_sFZdNP/view?usp=drivesdk
30,binary,no,dsc00936.jpg,2942172,2024-08-03T10:44:34.517Z,dan@infillchoice.ca,75 Marketing - Rent/9616 75 Ave NW/Photos,1tSBsEo_G_mYh5ApsrsgSMAbL9l9s--MA,https://drive.google.com/file/d/1tSBsEo_G_mYh5ApsrsgSMAbL9l9s--MA/view?usp=drivesdk
31,binary,YES,dsc00707.jpg,5597332,2024-08-03T11:42:16.839Z,dan@infillchoice.ca,75 Marketing - Rent/9616 B 75 NW /Photos,1UhI_4GyuXDgehv_uHHDihDDOd3HvvHjV,https://drive.google.com/file/d/1UhI_4GyuXDgehv_uHHDihDDOd3HvvHjV/view?usp=drivesdk
31,binary,no,dsc00707.jpg,5597332,2024-08-03T11:39:32.912Z,dan@infillchoice.ca,75 Marketing - Rent/9614 B 75 Ave NW/Photos,1zpMIul5Mg8QBilucxf4VZrKXFzdksl1h,https://drive.google.com/file/d/1zpMIul5Mg8QBilucxf4VZrKXFzdksl1h/view?usp=drivesdk
32,binary,YES,dsc00939.jpg,2782759,2024-08-03T11:32:27.424Z,dan@infillchoice.ca,75 Marketing - Rent/9614 B 75 Ave NW/Photos,1GBdKXtMl9uRYiQTtMaSePQrbHsYBCvtl,https://drive.google.com/file/d/1GBdKXtMl9uRYiQTtMaSePQrbHsYBCvtl/view?usp=drivesdk
32,binary,no,dsc00939.jpg,2782759,2024-08-03T11:26:30.692Z,dan@infillchoice.ca,75 Marketing - Rent/9616 B 75 NW /Photos,1rrDzAlbEaq10gWV-tc8ViHmmfGiHFb0a,https://drive.google.com/file/d/1rrDzAlbEaq10gWV-tc8ViHmmfGiHFb0a/view?usp=drivesdk
32,binary,no,dsc00939.jpg,2782759,2024-08-03T10:44:10.806Z,dan@infillchoice.ca,75 Marketing - Rent/9616 75 Ave NW/Photos,1iACatY5d0o9LWtVo-2sMQu_NTU4ip53b,https://drive.google.com/file/d/1iACatY5d0o9LWtVo-2sMQu_NTU4ip53b/view?usp=drivesdk
